{'loss': 7.4971, 'grad_norm': 6.497195720672607, 'learning_rate': 1.9982222222222224e-05, 'epoch': 0.0}
{'loss': 2.4313, 'grad_norm': 3.2061002254486084, 'learning_rate': 4.708888888888889e-06, 'epoch': 2.3}
{'loss': 2.4273, 'grad_norm': 3.364497184753418, 'learning_rate': 4.686666666666667e-06, 'epoch': 2.3}
{'loss': 2.3735, 'grad_norm': 3.535959243774414, 'learning_rate': 4.664444444444445e-06, 'epoch': 2.3}
{'loss': 2.4556, 'grad_norm': 3.112473726272583, 'learning_rate': 4.642222222222222e-06, 'epoch': 2.31}
{'loss': 2.4282, 'grad_norm': 4.883065700531006, 'learning_rate': 4.620000000000001e-06, 'epoch': 2.31}
{'loss': 2.4488, 'grad_norm': 2.786140203475952, 'learning_rate': 4.597777777777778e-06, 'epoch': 2.31}
{'loss': 2.351, 'grad_norm': 3.379549741744995, 'learning_rate': 4.575555555555556e-06, 'epoch': 2.32}
{'loss': 2.4125, 'grad_norm': 2.7930045127868652, 'learning_rate': 4.5533333333333335e-06, 'epoch': 2.32}
{'loss': 2.4164, 'grad_norm': 3.5962636470794678, 'learning_rate': 4.531111111111112e-06, 'epoch': 2.32}
{'loss': 2.4762, 'grad_norm': 2.1075010299682617, 'learning_rate': 4.50888888888889e-06, 'epoch': 2.33}
{'loss': 2.3699, 'grad_norm': 3.8255414962768555, 'learning_rate': 4.486666666666667e-06, 'epoch': 2.33}
{'loss': 2.357, 'grad_norm': 1.8840177059173584, 'learning_rate': 4.464444444444445e-06, 'epoch': 2.33}
{'loss': 2.4656, 'grad_norm': 9.93283462524414, 'learning_rate': 4.442222222222222e-06, 'epoch': 2.34}
{'loss': 2.3788, 'grad_norm': 5.248686790466309, 'learning_rate': 4.42e-06, 'epoch': 2.34}
{'loss': 2.4311, 'grad_norm': 1.946030616760254, 'learning_rate': 4.397777777777778e-06, 'epoch': 2.34}
{'loss': 2.2822, 'grad_norm': 3.504481315612793, 'learning_rate': 4.375555555555555e-06, 'epoch': 2.35}
{'loss': 2.3851, 'grad_norm': 2.95025634765625, 'learning_rate': 4.353333333333334e-06, 'epoch': 2.35}
{'loss': 2.3534, 'grad_norm': 3.2965784072875977, 'learning_rate': 4.331111111111111e-06, 'epoch': 2.35}
{'loss': 2.4425, 'grad_norm': 5.381258010864258, 'learning_rate': 4.308888888888889e-06, 'epoch': 2.36}
{'loss': 2.4324, 'grad_norm': 2.4996297359466553, 'learning_rate': 4.2866666666666666e-06, 'epoch': 2.36}
{'loss': 2.4776, 'grad_norm': 2.61570405960083, 'learning_rate': 4.264444444444445e-06, 'epoch': 2.36}
{'loss': 2.4232, 'grad_norm': 3.5678272247314453, 'learning_rate': 4.242222222222223e-06, 'epoch': 2.37}
{'loss': 2.4772, 'grad_norm': 4.048149108886719, 'learning_rate': 4.22e-06, 'epoch': 2.37}
{'loss': 2.424, 'grad_norm': 3.162277936935425, 'learning_rate': 4.197777777777779e-06, 'epoch': 2.37}
{'loss': 2.4293, 'grad_norm': 3.7782998085021973, 'learning_rate': 4.175555555555556e-06, 'epoch': 2.38}
{'loss': 2.4123, 'grad_norm': 4.107452392578125, 'learning_rate': 4.153333333333334e-06, 'epoch': 2.38}
{'loss': 2.4276, 'grad_norm': 3.221989393234253, 'learning_rate': 4.1311111111111116e-06, 'epoch': 2.38}
{'loss': 2.4779, 'grad_norm': 3.347902297973633, 'learning_rate': 4.108888888888889e-06, 'epoch': 2.39}
{'loss': 2.3736, 'grad_norm': 1.8781936168670654, 'learning_rate': 4.086666666666667e-06, 'epoch': 2.39}
{'loss': 2.3749, 'grad_norm': 2.4822633266448975, 'learning_rate': 4.064444444444444e-06, 'epoch': 2.39}
{'loss': 2.4672, 'grad_norm': 2.8902337551116943, 'learning_rate': 4.042222222222222e-06, 'epoch': 2.4}
{'loss': 2.3953, 'grad_norm': 3.8559186458587646, 'learning_rate': 4.0200000000000005e-06, 'epoch': 2.4}
{'loss': 2.3606, 'grad_norm': 4.084590435028076, 'learning_rate': 3.997777777777778e-06, 'epoch': 2.4}
{'loss': 2.3573, 'grad_norm': 2.9865174293518066, 'learning_rate': 3.975555555555556e-06, 'epoch': 2.41}
{'loss': 2.3613, 'grad_norm': 3.6052489280700684, 'learning_rate': 3.953333333333333e-06, 'epoch': 2.41}
{'loss': 2.3961, 'grad_norm': 3.877042055130005, 'learning_rate': 3.931111111111112e-06, 'epoch': 2.41}
{'loss': 2.3499, 'grad_norm': 4.404223918914795, 'learning_rate': 3.908888888888889e-06, 'epoch': 2.42}
{'loss': 2.3998, 'grad_norm': 3.387213945388794, 'learning_rate': 3.886666666666667e-06, 'epoch': 2.42}
{'loss': 2.4739, 'grad_norm': 3.3489789962768555, 'learning_rate': 3.864444444444445e-06, 'epoch': 2.42}
{'loss': 2.4144, 'grad_norm': 3.5686943531036377, 'learning_rate': 3.842222222222223e-06, 'epoch': 2.43}
{'loss': 2.4807, 'grad_norm': 3.6955156326293945, 'learning_rate': 3.820000000000001e-06, 'epoch': 2.43}
{'loss': 2.4831, 'grad_norm': 4.829582691192627, 'learning_rate': 3.797777777777778e-06, 'epoch': 2.43}
{'loss': 2.5008, 'grad_norm': 5.119074821472168, 'learning_rate': 3.7755555555555555e-06, 'epoch': 2.44}
{'loss': 2.4065, 'grad_norm': 4.035794258117676, 'learning_rate': 3.753333333333334e-06, 'epoch': 2.44}
{'loss': 2.4569, 'grad_norm': 2.8416082859039307, 'learning_rate': 3.7311111111111116e-06, 'epoch': 2.44}
{'loss': 2.3882, 'grad_norm': 2.233603000640869, 'learning_rate': 3.708888888888889e-06, 'epoch': 2.45}
{'loss': 2.4331, 'grad_norm': 2.949683666229248, 'learning_rate': 3.686666666666667e-06, 'epoch': 2.45}
{'loss': 2.4599, 'grad_norm': 4.006148338317871, 'learning_rate': 3.664444444444445e-06, 'epoch': 2.45}
{'loss': 2.4571, 'grad_norm': 3.6692302227020264, 'learning_rate': 3.6422222222222225e-06, 'epoch': 2.46}
{'loss': 2.3738, 'grad_norm': 2.107538938522339, 'learning_rate': 3.62e-06, 'epoch': 2.46}
{'loss': 2.4232, 'grad_norm': 2.3836827278137207, 'learning_rate': 3.5977777777777777e-06, 'epoch': 2.46}
{'loss': 2.3979, 'grad_norm': 2.680443286895752, 'learning_rate': 3.575555555555556e-06, 'epoch': 2.47}
{'loss': 2.4001, 'grad_norm': 5.923229694366455, 'learning_rate': 3.5533333333333338e-06, 'epoch': 2.47}
{'loss': 2.4343, 'grad_norm': 4.179059982299805, 'learning_rate': 3.5311111111111114e-06, 'epoch': 2.47}
{'loss': 2.3899, 'grad_norm': 4.843204498291016, 'learning_rate': 3.508888888888889e-06, 'epoch': 2.48}
{'loss': 2.469, 'grad_norm': 3.832550048828125, 'learning_rate': 3.486666666666667e-06, 'epoch': 2.48}
{'loss': 2.4291, 'grad_norm': 2.6306374073028564, 'learning_rate': 3.4644444444444446e-06, 'epoch': 2.48}
{'loss': 2.4607, 'grad_norm': 2.8900551795959473, 'learning_rate': 3.4422222222222223e-06, 'epoch': 2.49}
{'loss': 2.3903, 'grad_norm': 3.394667148590088, 'learning_rate': 3.4200000000000007e-06, 'epoch': 2.49}
{'loss': 2.4923, 'grad_norm': 2.51870059967041, 'learning_rate': 3.3977777777777783e-06, 'epoch': 2.49}
{'loss': 2.4387, 'grad_norm': 3.527451992034912, 'learning_rate': 3.375555555555556e-06, 'epoch': 2.5}
{'loss': 2.3871, 'grad_norm': 3.282622814178467, 'learning_rate': 3.3533333333333336e-06, 'epoch': 2.5}
{'loss': 2.4868, 'grad_norm': 4.47276496887207, 'learning_rate': 3.3311111111111116e-06, 'epoch': 2.5}
{'loss': 2.4932, 'grad_norm': 3.450390338897705, 'learning_rate': 3.308888888888889e-06, 'epoch': 2.51}
{'loss': 2.3629, 'grad_norm': 4.103583335876465, 'learning_rate': 3.286666666666667e-06, 'epoch': 2.51}
{'loss': 2.3855, 'grad_norm': 4.323715686798096, 'learning_rate': 3.2644444444444444e-06, 'epoch': 2.51}
{'loss': 2.4228, 'grad_norm': 2.631885290145874, 'learning_rate': 3.242222222222223e-06, 'epoch': 2.52}
{'loss': 2.3449, 'grad_norm': 3.6545674800872803, 'learning_rate': 3.2200000000000005e-06, 'epoch': 2.52}
{'loss': 2.3335, 'grad_norm': 3.9288156032562256, 'learning_rate': 3.197777777777778e-06, 'epoch': 2.52}
{'loss': 2.4187, 'grad_norm': 3.495410919189453, 'learning_rate': 3.1755555555555557e-06, 'epoch': 2.53}
{'loss': 2.428, 'grad_norm': 4.901284217834473, 'learning_rate': 3.1533333333333338e-06, 'epoch': 2.53}
{'loss': 2.4429, 'grad_norm': 2.837401866912842, 'learning_rate': 3.1311111111111114e-06, 'epoch': 2.53}
{'loss': 2.4241, 'grad_norm': 5.06423807144165, 'learning_rate': 3.108888888888889e-06, 'epoch': 2.54}
{'loss': 2.3964, 'grad_norm': 2.5431900024414062, 'learning_rate': 3.0866666666666666e-06, 'epoch': 2.54}
{'loss': 2.3754, 'grad_norm': 4.873031139373779, 'learning_rate': 3.064444444444445e-06, 'epoch': 2.54}
{'loss': 2.4636, 'grad_norm': 3.343557834625244, 'learning_rate': 3.0422222222222227e-06, 'epoch': 2.55}
{'loss': 2.3425, 'grad_norm': 3.5210883617401123, 'learning_rate': 3.0200000000000003e-06, 'epoch': 2.55}
{'loss': 2.4177, 'grad_norm': 4.684102535247803, 'learning_rate': 2.997777777777778e-06, 'epoch': 2.55}
{'loss': 2.4059, 'grad_norm': 6.807979583740234, 'learning_rate': 2.975555555555556e-06, 'epoch': 2.56}
{'loss': 2.3796, 'grad_norm': 3.1363632678985596, 'learning_rate': 2.9533333333333336e-06, 'epoch': 2.56}
{'loss': 2.4738, 'grad_norm': 5.095610618591309, 'learning_rate': 2.931111111111111e-06, 'epoch': 2.56}
{'loss': 2.464, 'grad_norm': 4.884012222290039, 'learning_rate': 2.908888888888889e-06, 'epoch': 2.57}
{'loss': 2.4774, 'grad_norm': 3.003506898880005, 'learning_rate': 2.8866666666666673e-06, 'epoch': 2.57}
{'loss': 2.4066, 'grad_norm': 3.8231041431427, 'learning_rate': 2.864444444444445e-06, 'epoch': 2.57}
{'loss': 2.4296, 'grad_norm': 3.7806332111358643, 'learning_rate': 2.8422222222222225e-06, 'epoch': 2.58}
{'loss': 2.3974, 'grad_norm': 4.278900623321533, 'learning_rate': 2.82e-06, 'epoch': 2.58}
{'loss': 2.435, 'grad_norm': 3.864248037338257, 'learning_rate': 2.797777777777778e-06, 'epoch': 2.58}
{'loss': 2.3994, 'grad_norm': 3.792184591293335, 'learning_rate': 2.7755555555555558e-06, 'epoch': 2.59}
{'loss': 2.3684, 'grad_norm': 2.8293731212615967, 'learning_rate': 2.7533333333333334e-06, 'epoch': 2.59}
{'loss': 2.4261, 'grad_norm': 4.093724250793457, 'learning_rate': 2.7311111111111114e-06, 'epoch': 2.59}
{'loss': 2.443, 'grad_norm': 3.2897303104400635, 'learning_rate': 2.708888888888889e-06, 'epoch': 2.6}
{'loss': 2.4475, 'grad_norm': 4.49956750869751, 'learning_rate': 2.686666666666667e-06, 'epoch': 2.6}
{'loss': 2.3551, 'grad_norm': 3.808154821395874, 'learning_rate': 2.6644444444444447e-06, 'epoch': 2.6}
{'loss': 2.4391, 'grad_norm': 3.510676383972168, 'learning_rate': 2.6422222222222227e-06, 'epoch': 2.61}
{'loss': 2.4549, 'grad_norm': 3.8785688877105713, 'learning_rate': 2.6200000000000003e-06, 'epoch': 2.61}
{'loss': 2.3702, 'grad_norm': 2.7360661029815674, 'learning_rate': 2.597777777777778e-06, 'epoch': 2.61}
{'loss': 2.358, 'grad_norm': 4.259748458862305, 'learning_rate': 2.5755555555555556e-06, 'epoch': 2.62}
{'loss': 2.3904, 'grad_norm': 3.5866732597351074, 'learning_rate': 2.5533333333333336e-06, 'epoch': 2.62}
{'loss': 2.428, 'grad_norm': 2.638336181640625, 'learning_rate': 2.531111111111111e-06, 'epoch': 2.62}
{'loss': 2.4686, 'grad_norm': 3.616403341293335, 'learning_rate': 2.5088888888888892e-06, 'epoch': 2.63}
{'loss': 2.4487, 'grad_norm': 8.896645545959473, 'learning_rate': 2.486666666666667e-06, 'epoch': 2.63}
{'loss': 2.3871, 'grad_norm': 4.004058837890625, 'learning_rate': 2.4644444444444445e-06, 'epoch': 2.63}
{'loss': 2.3703, 'grad_norm': 5.234523773193359, 'learning_rate': 2.4422222222222225e-06, 'epoch': 2.64}
{'loss': 2.429, 'grad_norm': 5.999636173248291, 'learning_rate': 2.42e-06, 'epoch': 2.64}
{'loss': 2.4416, 'grad_norm': 4.033629894256592, 'learning_rate': 2.397777777777778e-06, 'epoch': 2.64}
{'loss': 2.4019, 'grad_norm': 3.727241039276123, 'learning_rate': 2.3755555555555558e-06, 'epoch': 2.65}
{'loss': 2.4469, 'grad_norm': 5.197849273681641, 'learning_rate': 2.3533333333333334e-06, 'epoch': 2.65}
{'loss': 2.404, 'grad_norm': 3.497180700302124, 'learning_rate': 2.331111111111111e-06, 'epoch': 2.65}
{'loss': 2.4258, 'grad_norm': 3.065333366394043, 'learning_rate': 2.308888888888889e-06, 'epoch': 2.66}
{'loss': 2.475, 'grad_norm': 4.007288932800293, 'learning_rate': 2.2866666666666667e-06, 'epoch': 2.66}
{'loss': 2.4373, 'grad_norm': 4.012933731079102, 'learning_rate': 2.2644444444444447e-06, 'epoch': 2.66}
{'loss': 2.4196, 'grad_norm': 3.282100200653076, 'learning_rate': 2.2422222222222223e-06, 'epoch': 2.67}
{'loss': 2.3815, 'grad_norm': 3.7784299850463867, 'learning_rate': 2.2200000000000003e-06, 'epoch': 2.67}
{'loss': 2.4184, 'grad_norm': 3.958242416381836, 'learning_rate': 2.197777777777778e-06, 'epoch': 2.67}
{'loss': 2.3843, 'grad_norm': 5.843765735626221, 'learning_rate': 2.1755555555555556e-06, 'epoch': 2.68}
{'loss': 2.3894, 'grad_norm': 3.4885170459747314, 'learning_rate': 2.153333333333333e-06, 'epoch': 2.68}
{'loss': 2.4192, 'grad_norm': 2.286362648010254, 'learning_rate': 2.1311111111111112e-06, 'epoch': 2.68}
{'loss': 2.4305, 'grad_norm': 6.384387016296387, 'learning_rate': 2.108888888888889e-06, 'epoch': 2.69}
{'loss': 2.389, 'grad_norm': 3.4123952388763428, 'learning_rate': 2.086666666666667e-06, 'epoch': 2.69}
{'loss': 2.4158, 'grad_norm': 5.0339155197143555, 'learning_rate': 2.064444444444445e-06, 'epoch': 2.69}
{'loss': 2.3027, 'grad_norm': 3.5271387100219727, 'learning_rate': 2.0422222222222225e-06, 'epoch': 2.7}
{'loss': 2.3606, 'grad_norm': 4.149240493774414, 'learning_rate': 2.02e-06, 'epoch': 2.7}
{'loss': 2.3763, 'grad_norm': 2.691540241241455, 'learning_rate': 1.9977777777777778e-06, 'epoch': 2.7}
{'loss': 2.4836, 'grad_norm': 3.305962324142456, 'learning_rate': 1.975555555555556e-06, 'epoch': 2.71}
{'loss': 2.3914, 'grad_norm': 4.393449306488037, 'learning_rate': 1.9533333333333334e-06, 'epoch': 2.71}
{'loss': 2.41, 'grad_norm': 4.265701770782471, 'learning_rate': 1.9311111111111114e-06, 'epoch': 2.71}
{'loss': 2.3795, 'grad_norm': 3.4749886989593506, 'learning_rate': 1.908888888888889e-06, 'epoch': 2.72}
{'loss': 2.422, 'grad_norm': 5.9432501792907715, 'learning_rate': 1.8866666666666669e-06, 'epoch': 2.72}
{'loss': 2.4438, 'grad_norm': 4.555008888244629, 'learning_rate': 1.8644444444444445e-06, 'epoch': 2.72}
{'loss': 2.4107, 'grad_norm': 2.06136417388916, 'learning_rate': 1.8422222222222225e-06, 'epoch': 2.73}
{'loss': 2.3699, 'grad_norm': 2.617870330810547, 'learning_rate': 1.8200000000000002e-06, 'epoch': 2.73}
{'loss': 2.3087, 'grad_norm': 4.392765522003174, 'learning_rate': 1.797777777777778e-06, 'epoch': 2.73}
{'loss': 2.399, 'grad_norm': 3.717994213104248, 'learning_rate': 1.7755555555555556e-06, 'epoch': 2.74}
{'loss': 2.3884, 'grad_norm': 3.1758670806884766, 'learning_rate': 1.7533333333333336e-06, 'epoch': 2.74}
{'loss': 2.5006, 'grad_norm': 4.15665864944458, 'learning_rate': 1.7311111111111112e-06, 'epoch': 2.74}
{'loss': 2.4261, 'grad_norm': 4.541965007781982, 'learning_rate': 1.708888888888889e-06, 'epoch': 2.75}
{'loss': 2.4036, 'grad_norm': 3.47229266166687, 'learning_rate': 1.6866666666666667e-06, 'epoch': 2.75}
{'loss': 2.4543, 'grad_norm': 4.607260704040527, 'learning_rate': 1.6644444444444447e-06, 'epoch': 2.75}
{'loss': 2.4781, 'grad_norm': 2.6666505336761475, 'learning_rate': 1.6422222222222223e-06, 'epoch': 2.76}
{'loss': 2.404, 'grad_norm': 2.311755418777466, 'learning_rate': 1.6200000000000002e-06, 'epoch': 2.76}
{'loss': 2.3306, 'grad_norm': 4.15382194519043, 'learning_rate': 1.5977777777777778e-06, 'epoch': 2.76}
{'loss': 2.3859, 'grad_norm': 6.528375625610352, 'learning_rate': 1.5755555555555558e-06, 'epoch': 2.77}
{'loss': 2.4509, 'grad_norm': 3.425922155380249, 'learning_rate': 1.5533333333333334e-06, 'epoch': 2.77}
{'loss': 2.386, 'grad_norm': 3.79177188873291, 'learning_rate': 1.5311111111111113e-06, 'epoch': 2.77}
{'loss': 2.3939, 'grad_norm': 2.1789402961730957, 'learning_rate': 1.5088888888888889e-06, 'epoch': 2.78}
{'loss': 2.3986, 'grad_norm': 3.534701108932495, 'learning_rate': 1.486666666666667e-06, 'epoch': 2.78}
{'loss': 2.4398, 'grad_norm': 2.7613160610198975, 'learning_rate': 1.4644444444444445e-06, 'epoch': 2.78}
{'loss': 2.4489, 'grad_norm': 3.845069408416748, 'learning_rate': 1.4422222222222223e-06, 'epoch': 2.79}
{'loss': 2.4255, 'grad_norm': 2.377368450164795, 'learning_rate': 1.42e-06, 'epoch': 2.79}
{'loss': 2.327, 'grad_norm': 4.779991626739502, 'learning_rate': 1.397777777777778e-06, 'epoch': 2.79}
{'loss': 2.4072, 'grad_norm': 1.96630859375, 'learning_rate': 1.3755555555555556e-06, 'epoch': 2.8}
{'loss': 2.4564, 'grad_norm': 4.295968055725098, 'learning_rate': 1.3533333333333334e-06, 'epoch': 2.8}
{'loss': 2.3326, 'grad_norm': 3.302243232727051, 'learning_rate': 1.3311111111111113e-06, 'epoch': 2.8}
{'loss': 2.4777, 'grad_norm': 3.6576852798461914, 'learning_rate': 1.308888888888889e-06, 'epoch': 2.81}
{'loss': 2.5323, 'grad_norm': 3.6769590377807617, 'learning_rate': 1.286666666666667e-06, 'epoch': 2.81}
{'loss': 2.4963, 'grad_norm': 3.3661699295043945, 'learning_rate': 1.2644444444444445e-06, 'epoch': 2.81}
{'loss': 2.4602, 'grad_norm': 4.897124767303467, 'learning_rate': 1.2422222222222224e-06, 'epoch': 2.82}
{'loss': 2.4176, 'grad_norm': 2.970238447189331, 'learning_rate': 1.2200000000000002e-06, 'epoch': 2.82}
{'loss': 2.3961, 'grad_norm': 4.904292583465576, 'learning_rate': 1.1977777777777778e-06, 'epoch': 2.82}
{'loss': 2.4464, 'grad_norm': 6.4344162940979, 'learning_rate': 1.1755555555555556e-06, 'epoch': 2.83}
{'loss': 2.4582, 'grad_norm': 3.3415775299072266, 'learning_rate': 1.1533333333333334e-06, 'epoch': 2.83}
{'loss': 2.4753, 'grad_norm': 3.5773417949676514, 'learning_rate': 1.131111111111111e-06, 'epoch': 2.83}
{'loss': 2.4357, 'grad_norm': 4.305891513824463, 'learning_rate': 1.1088888888888889e-06, 'epoch': 2.84}
{'loss': 2.4136, 'grad_norm': 5.604757308959961, 'learning_rate': 1.0866666666666667e-06, 'epoch': 2.84}
{'loss': 2.4573, 'grad_norm': 5.715181827545166, 'learning_rate': 1.0644444444444445e-06, 'epoch': 2.84}
{'loss': 2.2784, 'grad_norm': 3.6809849739074707, 'learning_rate': 1.0422222222222221e-06, 'epoch': 2.85}
{'loss': 2.3845, 'grad_norm': 4.938821315765381, 'learning_rate': 1.02e-06, 'epoch': 2.85}
{'loss': 2.4519, 'grad_norm': 4.393073081970215, 'learning_rate': 9.97777777777778e-07, 'epoch': 2.85}
{'loss': 2.4781, 'grad_norm': 5.436543941497803, 'learning_rate': 9.755555555555556e-07, 'epoch': 2.86}
{'loss': 2.3522, 'grad_norm': 2.0528974533081055, 'learning_rate': 9.533333333333335e-07, 'epoch': 2.86}
{'loss': 2.4538, 'grad_norm': 2.2145192623138428, 'learning_rate': 9.311111111111113e-07, 'epoch': 2.86}
{'loss': 2.3667, 'grad_norm': 2.5914297103881836, 'learning_rate': 9.08888888888889e-07, 'epoch': 2.87}
{'loss': 2.3867, 'grad_norm': 4.543731212615967, 'learning_rate': 8.866666666666668e-07, 'epoch': 2.87}
{'loss': 2.4261, 'grad_norm': 3.5455875396728516, 'learning_rate': 8.644444444444445e-07, 'epoch': 2.87}
{'loss': 2.4614, 'grad_norm': 3.5204873085021973, 'learning_rate': 8.422222222222224e-07, 'epoch': 2.88}
{'loss': 2.4165, 'grad_norm': 4.302970886230469, 'learning_rate': 8.200000000000001e-07, 'epoch': 2.88}
{'loss': 2.4113, 'grad_norm': 4.479107856750488, 'learning_rate': 7.977777777777779e-07, 'epoch': 2.88}
{'loss': 2.4708, 'grad_norm': 3.1546292304992676, 'learning_rate': 7.755555555555556e-07, 'epoch': 2.89}
{'loss': 2.447, 'grad_norm': 3.4108450412750244, 'learning_rate': 7.533333333333335e-07, 'epoch': 2.89}
{'loss': 2.4276, 'grad_norm': 3.662236452102661, 'learning_rate': 7.311111111111112e-07, 'epoch': 2.89}
{'loss': 2.3791, 'grad_norm': 2.8973748683929443, 'learning_rate': 7.08888888888889e-07, 'epoch': 2.9}
{'loss': 2.4095, 'grad_norm': 4.702999591827393, 'learning_rate': 6.866666666666667e-07, 'epoch': 2.9}
{'loss': 2.4402, 'grad_norm': 2.2284183502197266, 'learning_rate': 6.644444444444446e-07, 'epoch': 2.9}
{'loss': 2.4373, 'grad_norm': 4.7281341552734375, 'learning_rate': 6.422222222222223e-07, 'epoch': 2.91}
{'loss': 2.3738, 'grad_norm': 6.408651828765869, 'learning_rate': 6.200000000000001e-07, 'epoch': 2.91}
{'loss': 2.3361, 'grad_norm': 3.380423069000244, 'learning_rate': 5.977777777777778e-07, 'epoch': 2.91}
{'loss': 2.4238, 'grad_norm': 9.167996406555176, 'learning_rate': 5.755555555555555e-07, 'epoch': 2.92}
{'loss': 2.4341, 'grad_norm': 3.71356201171875, 'learning_rate': 5.533333333333334e-07, 'epoch': 2.92}
{'loss': 2.4271, 'grad_norm': 3.9052441120147705, 'learning_rate': 5.311111111111111e-07, 'epoch': 2.92}
{'loss': 2.4254, 'grad_norm': 4.533022403717041, 'learning_rate': 5.088888888888889e-07, 'epoch': 2.93}
{'loss': 2.4098, 'grad_norm': 2.920454263687134, 'learning_rate': 4.866666666666666e-07, 'epoch': 2.93}
{'loss': 2.4466, 'grad_norm': 3.8498504161834717, 'learning_rate': 4.6444444444444446e-07, 'epoch': 2.93}
{'loss': 2.3677, 'grad_norm': 4.655527114868164, 'learning_rate': 4.422222222222223e-07, 'epoch': 2.94}
{'loss': 2.4182, 'grad_norm': 3.1740245819091797, 'learning_rate': 4.2000000000000006e-07, 'epoch': 2.94}
{'loss': 2.4206, 'grad_norm': 2.4951157569885254, 'learning_rate': 3.9777777777777783e-07, 'epoch': 2.94}
{'loss': 2.3772, 'grad_norm': 4.179234504699707, 'learning_rate': 3.755555555555556e-07, 'epoch': 2.95}
{'loss': 2.3979, 'grad_norm': 3.1131880283355713, 'learning_rate': 3.533333333333334e-07, 'epoch': 2.95}
{'loss': 2.3459, 'grad_norm': 2.244997262954712, 'learning_rate': 3.3111111111111115e-07, 'epoch': 2.95}
{'loss': 2.4888, 'grad_norm': 4.114443778991699, 'learning_rate': 3.088888888888889e-07, 'epoch': 2.96}
{'loss': 2.3994, 'grad_norm': 3.663473129272461, 'learning_rate': 2.866666666666667e-07, 'epoch': 2.96}
{'loss': 2.4752, 'grad_norm': 3.1455373764038086, 'learning_rate': 2.6444444444444447e-07, 'epoch': 2.96}
{'loss': 2.4565, 'grad_norm': 2.321187734603882, 'learning_rate': 2.4222222222222224e-07, 'epoch': 2.97}
{'loss': 2.4619, 'grad_norm': 2.5822391510009766, 'learning_rate': 2.2e-07, 'epoch': 2.97}
{'loss': 2.4628, 'grad_norm': 10.18471622467041, 'learning_rate': 1.9777777777777778e-07, 'epoch': 2.97}
{'loss': 2.418, 'grad_norm': 3.7686705589294434, 'learning_rate': 1.7555555555555558e-07, 'epoch': 2.98}
{'loss': 2.492, 'grad_norm': 3.277271270751953, 'learning_rate': 1.5333333333333333e-07, 'epoch': 2.98}
{'loss': 2.4581, 'grad_norm': 3.196915626525879, 'learning_rate': 1.3111111111111113e-07, 'epoch': 2.98}
{'loss': 2.348, 'grad_norm': 3.384629011154175, 'learning_rate': 1.088888888888889e-07, 'epoch': 2.99}
{'loss': 2.3617, 'grad_norm': 5.922682285308838, 'learning_rate': 8.666666666666668e-08, 'epoch': 2.99}
{'loss': 2.4025, 'grad_norm': 3.335237979888916, 'learning_rate': 6.444444444444445e-08, 'epoch': 2.99}
{'loss': 2.4903, 'grad_norm': 2.932034492492676, 'learning_rate': 4.222222222222222e-08, 'epoch': 3.0}
{'loss': 2.4037, 'grad_norm': 4.006920337677002, 'learning_rate': 2e-08, 'epoch': 3.0}
{'train_runtime': 8491.7491, 'train_samples_per_second': 1.06, 'train_steps_per_second': 1.06, 'train_loss': 2.569778207778931, 'epoch': 3.0}
